statement_id,arquivo,linha,sentenca,sujeito,predicado,objeto,predicado_canonico
BH-IHF-2026-APP-A-022,Apêndices.md,44,"No Sinal Manual 12, o Árbitro indica a violação da regra.","No Sinal Manual 12, o Árbitro indica a violação da regra",(predicado_não_detectado),,False
BH-IHF-2026-APP-A-023,Apêndices.md,45,"No Sinal Manual 12, o Árbitro aponta para o Atleta infrator.","No Sinal Manual 12, o Árbitro aponta para o Atleta infrator",(predicado_não_detectado),,False
BH-IHF-2026-APP-A-024,Apêndices.md,46,Um braço dobrado segurado no punho pelo outro braço indica Suspensão.,Um braço dobrado segurado no punho pelo outro braço indica Suspensão,(predicado_não_detectado),,False
BH-IHF-2026-APP-A-025,Apêndices.md,47,O Árbitro usa Cartão Vermelho para indicar Desqualificação imediata.,O Árbitro usa Cartão Vermelho para indicar Desqualificação imediata,(predicado_não_detectado),,False
BH-IHF-2026-APP-A-026,Apêndices.md,48,A Desqualificação deve_ser_confirmada claramente pelo Secretário segurando Cartão Vermelho no ar.,A Desqualificação,deve_ser_confirmada,claramente pelo Secretário segurando Cartão Vermelho no ar,False
BH-IHF-2026-APP-A-027,Apêndices.md,49,"Quando Tiro Livre é assinalado, Árbitros devem_mostrar imediatamente a direção do Tiro Livre.","Quando Tiro Livre é assinalado, Árbitros",devem_mostrar,imediatamente a direção do Tiro Livre,False
BH-IHF-2026-APP-A-028,Apêndices.md,50,"Quando Lateral é assinalado, Árbitros devem_mostrar imediatamente a direção do Lateral.","Quando Lateral é assinalado, Árbitros",devem_mostrar,imediatamente a direção do Lateral,False
BH-IHF-2026-APP-A-029,Apêndices.md,51,"Quando Punição Pessoal é aplicável, o Sinal Manual obrigatório apropriado deve_ser_dado.","Quando Punição Pessoal é aplicável, o Sinal Manual obrigatório apropriado",deve_ser_dado,,False
BH-IHF-2026-APP-A-030,Apêndices.md,52,Os Sinais Manuais 12 e 13 indicam Punição Pessoal.,Os Sinais Manuais 12 e 13 indicam Punição Pessoal,(predicado_não_detectado),,False
BH-IHF-2026-APP-A-031,Apêndices.md,53,"Se explicação do motivo de Tiro Livre ou Tiro de 6 Metros parece útil, então Sinal Manual 1 a 6 pode_ser_dado para informação.","Se explicação do motivo de Tiro Livre ou Tiro de 6 Metros parece útil, então Sinal Manual 1 a 6",pode_ser_dado,para informação,False
BH-IHF-2026-APP-A-032,Apêndices.md,54,"Os Sinais Manuais 11, 14 e 15 são obrigatórios nas situações em que se aplicam.","Os Sinais Manuais 11, 14 e 15 são obrigatórios nas situações em que se aplicam",(predicado_não_detectado),,False
BH-IHF-2026-APP-A-033,Apêndices.md,55,"Os Sinais Manuais 8, 10 e 16 são usados conforme necessário pelos Árbitros.","Os Sinais Manuais 8, 10 e 16 são usados conforme necessário pelos Árbitros",(predicado_não_detectado),,False
BH-IHF-2026-APP-B-001,Apêndices.md,76,APP-B lista Esclarecimentos das Regras de Jogo.,APP-B lista Esclarecimentos das Regras de Jogo,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-002,Apêndices.md,77,O Esclarecimento 1 trata da atribuição de pontos relacionada à Regra 9.,O Esclarecimento 1 trata da atribuição de pontos relacionada à Regra 9,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-003,Apêndices.md,78,O Esclarecimento 2 trata de circunstâncias especiais do Shoot-out.,O Esclarecimento 2 trata de circunstâncias especiais do Shoot-out,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-004,Apêndices.md,79,O Esclarecimento 3 trata da execução de Tiro Livre após o sinal final.,O Esclarecimento 3 trata da execução de Tiro Livre após o sinal final,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-005,Apêndices.md,80,O Esclarecimento 4 trata de Jogo Passivo.,O Esclarecimento 4 trata de Jogo Passivo,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-006,Apêndices.md,81,O Esclarecimento 5 trata de Conduta Antidesportiva.,O Esclarecimento 5 trata de Conduta Antidesportiva,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-007,Apêndices.md,82,O Esclarecimento 6 trata de Conduta Gravemente Antidesportiva.,O Esclarecimento 6 trata de Conduta Gravemente Antidesportiva,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-008,Apêndices.md,83,O Esclarecimento 7 trata de Chance Clara de Gol.,O Esclarecimento 7 trata de Chance Clara de Gol,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-009,Apêndices.md,84,O Esclarecimento 8 trata de interrupção pelo Cronometrista.,O Esclarecimento 8 trata de interrupção pelo Cronometrista,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-010,Apêndices.md,85,O Esclarecimento 9 trata de Shoot-out e contra-ataque rápido.,O Esclarecimento 9 trata de Shoot-out e contra-ataque rápido,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-011,Apêndices.md,88,Um Gol marcado em jogada aérea pode_receber 2 pontos.,Um Gol marcado em jogada aérea,pode_receber,2 pontos,False
BH-IHF-2026-APP-B-012,Apêndices.md,89,"Se Atleta em jogada aérea controla a Bola e arremessa ao Gol enquanto está no ar, então o Gol pode_receber 2 pontos.",Se Atleta em jogada aérea,controla,"a Bola e arremessa ao Gol enquanto está no ar, então o Gol pode_receber 2 pontos",True
BH-IHF-2026-APP-B-013,Apêndices.md,90,"Se Atleta apenas toca ou empurra a Bola para dentro do Gol em jogada aérea, então o Gol vale 1 ponto.",Se Atleta apenas,toca,"ou empurra a Bola para dentro do Gol em jogada aérea, então o Gol vale 1 ponto",True
BH-IHF-2026-APP-B-014,Apêndices.md,91,O Espírito do Jogo de Handebol de Areia deve_ser_respeitado na atribuição de 2 pontos.,O Espírito do Jogo de Handebol de Areia,deve_ser_respeitado,na atribuição de 2 pontos,False
BH-IHF-2026-APP-B-015,Apêndices.md,92,A Filosofia Específica do Handebol de Areia deve_ser_respeitada na atribuição de 2 pontos.,A Filosofia Específica do Handebol de Areia,deve_ser_respeitada,na atribuição de 2 pontos,False
BH-IHF-2026-APP-B-016,Apêndices.md,93,Gols criativos podem_receber 2 pontos.,Gols criativos,podem_receber,2 pontos,False
BH-IHF-2026-APP-B-017,Apêndices.md,94,Gols espetaculares podem_receber 2 pontos.,Gols espetaculares,podem_receber,2 pontos,False
BH-IHF-2026-APP-B-018,Apêndices.md,95,Um Gol espetacular exige alto padrão técnico.,Um Gol espetacular exige alto padrão técnico,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-019,Apêndices.md,96,Um Gol espetacular não_pode_ser apenas Gol de 1 ponto baseado em habilidade técnica fundamental.,Um Gol espetacular,não_pode_ser,apenas Gol de 1 ponto baseado em habilidade técnica fundamental,False
BH-IHF-2026-APP-B-020,Apêndices.md,97,Uma ação final marcante e dramática pode_resultar em Gol criativo.,Uma ação final marcante e dramática,pode_resultar,em Gol criativo,False
BH-IHF-2026-APP-B-021,Apêndices.md,98,"Se um Gol tem objetivo claro de ridicularizar o adversário, então o Gol deve_ser_tratado como Conduta Antidesportiva.","Se um Gol tem objetivo claro de ridicularizar o adversário, então o Gol",deve_ser_tratado,como Conduta Antidesportiva,False
BH-IHF-2026-APP-B-022,Apêndices.md,99,"Se um Gol tem objetivo claro de ridicularizar o adversário, então o Gol não_pode_receber 2 pontos.","Se um Gol tem objetivo claro de ridicularizar o adversário, então o Gol",não_pode_receber,2 pontos,False
BH-IHF-2026-APP-B-023,Apêndices.md,102,"Se circunstâncias externas exigem, então os Árbitros podem_decidir usar apenas uma Baliza para o Shoot-out.","Se circunstâncias externas exigem, então os Árbitros",podem_decidir,usar apenas uma Baliza para o Shoot-out,False
BH-IHF-2026-APP-B-024,Apêndices.md,103,Vento pode_ser circunstância externa relevante para uso de apenas uma Baliza no Shoot-out.,Vento,pode_ser,circunstância externa relevante para uso de apenas uma Baliza no Shoot-out,False
BH-IHF-2026-APP-B-025,Apêndices.md,104,Posição do sol pode_ser circunstância externa relevante para uso de apenas uma Baliza no Shoot-out.,Posição do sol,pode_ser,circunstância externa relevante para uso de apenas uma Baliza no Shoot-out,False
BH-IHF-2026-APP-B-026,Apêndices.md,107,"Se o tempo de jogo expirou e Equipe tem oportunidade de executar Tiro Livre, então o Tiro Livre tecnicamente deve_ser_executado.","Se o tempo de jogo expirou e Equipe tem oportunidade de executar Tiro Livre, então o Tiro Livre tecnicamente",deve_ser_executado,,False
BH-IHF-2026-APP-B-027,Apêndices.md,108,"Se Atleta em posição aproximadamente correta deixa a Bola cair ou entrega a Bola aos Árbitros, então os Árbitros podem_considerar o Tiro Livre executado.","Se Atleta em posição aproximadamente correta deixa a Bola cair ou entrega a Bola aos Árbitros, então os Árbitros",podem_considerar,o Tiro Livre executado,False
BH-IHF-2026-APP-B-028,Apêndices.md,109,"Se a Equipe quer tentar marcar Gol após o sinal final, então os Árbitros devem_equilibrar oportunidade de arremesso e controle da situação.","Se a Equipe quer tentar marcar Gol após o sinal final, então os Árbitros",devem_equilibrar,oportunidade de arremesso e controle da situação,False
BH-IHF-2026-APP-B-029,Apêndices.md,110,Os Árbitros devem_colocar Atletas de ambas as Equipes em posições corretas com firmeza e rapidez.,Os Árbitros,devem_colocar,Atletas de ambas as Equipes em posições corretas com firmeza e rapidez,False
BH-IHF-2026-APP-B-030,Apêndices.md,111,O Tiro Livre após sinal final deve_ser_executado sem atraso.,O Tiro Livre após sinal final,deve_ser_executado,sem atraso,False
BH-IHF-2026-APP-B-031,Apêndices.md,112,Apenas um Atleta da Equipe executante pode_segurar a Bola durante a execução.,Apenas um Atleta da Equipe executante,pode_segurar,a Bola durante a execução,False
BH-IHF-2026-APP-B-032,Apêndices.md,113,"Se Atletas querem sair da Quadra para substituição, então fazem isso por risco próprio.","Se Atletas querem sair da Quadra para substituição, então fazem isso por risco próprio",(predicado_não_detectado),,False
BH-IHF-2026-APP-B-033,Apêndices.md,114,Os Árbitros não_têm_obrigação de esperar substitutos alcançarem posições corretas antes do sinal de execução.,Os Árbitros,não_têm_obrigação,de esperar substitutos alcançarem posições corretas antes do sinal de execução,False
BH-IHF-2026-APP-B-034,Apêndices.md,115,Os Árbitros devem_punir invasão persistente dos defensores.,Os Árbitros,devem_punir,invasão persistente dos defensores,False
BH-IHF-2026-APP-B-035,Apêndices.md,116,Gols marcados ilegalmente não_podem_ser_validados.,Gols marcados ilegalmente,não_podem_ser_validados,,False
BH-IHF-2026-APP-B-036,Apêndices.md,120,Regras de Jogo Passivo têm_objetivo impedir métodos de jogo pouco atrativos.,Regras de Jogo Passivo,têm_objetivo,impedir métodos de jogo pouco atrativos,False
BH-IHF-2026-APP-B-037,Apêndices.md,121,Regras de Jogo Passivo têm_objetivo impedir atrasos intencionais no jogo.,Regras de Jogo Passivo,têm_objetivo,impedir atrasos intencionais no jogo,False
BH-IHF-2026-APP-B-038,Apêndices.md,122,Árbitros devem_reconhecer métodos passivos durante toda a Partida.,Árbitros,devem_reconhecer,métodos passivos durante toda a Partida,False
BH-IHF-2026-APP-B-039,Apêndices.md,123,Árbitros devem_julgar métodos passivos de forma consistente.,Árbitros,devem_julgar,métodos passivos de forma consistente,False
BH-IHF-2026-APP-B-040,Apêndices.md,124,Métodos passivos podem_ocorrer quando a Bola é movida pela Quadra.,Métodos passivos,podem_ocorrer,quando a Bola é movida pela Quadra,False
BH-IHF-2026-APP-B-041,Apêndices.md,125,Métodos passivos podem_ocorrer durante a fase de construção.,Métodos passivos,podem_ocorrer,durante a fase de construção,False
BH-IHF-2026-APP-B-042,Apêndices.md,126,Métodos passivos podem_ocorrer durante a fase de finalização.,Métodos passivos,podem_ocorrer,durante a fase de finalização,False
BH-IHF-2026-APP-B-043,Apêndices.md,127,Métodos passivos podem_ser_mais_frequentes quando Equipe lidera por pouca diferença no fim da Partida.,Métodos passivos,podem_ser_mais_frequentes,quando Equipe lidera por pouca diferença no fim da Partida,False
BH-IHF-2026-APP-B-044,Apêndices.md,128,Métodos passivos podem_ser_mais_frequentes quando Equipe tem Atleta suspenso.,Métodos passivos,podem_ser_mais_frequentes,quando Equipe tem Atleta suspenso,False
BH-IHF-2026-APP-B-045,Apêndices.md,129,"Métodos passivos podem_ser_mais_frequentes quando Equipe tem superioridade numérica, especialmente na defesa.",Métodos passivos,podem_ser_mais_frequentes,"quando Equipe tem superioridade numérica, especialmente na defesa",False
BH-IHF-2026-APP-B-046,Apêndices.md,130,O Sinal de Aviso Prévio deve_ser_mostrado especialmente durante fase de construção excessivamente longa.,O Sinal de Aviso Prévio,deve_ser_mostrado,especialmente durante fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-047,Apêndices.md,131,A Equipe deve_receber fase de construção com jogo preparatório de passes antes de iniciar situação ofensiva direcionada.,A Equipe,deve_receber,fase de construção com jogo preparatório de passes antes de iniciar situação ofensiva direcionada,False
BH-IHF-2026-APP-B-048,Apêndices.md,132,Ataque sem ação ofensiva direcionada pode_indicar fase de construção excessivamente longa.,Ataque sem ação ofensiva direcionada,pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-049,Apêndices.md,133,Recebimento repetido da Bola parado pode_indicar fase de construção excessivamente longa.,Recebimento repetido da Bola parado,pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-050,Apêndices.md,134,Recebimento repetido da Bola afastando-se do Gol pode_indicar fase de construção excessivamente longa.,Recebimento repetido da Bola afastando-se do Gol,pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-051,Apêndices.md,135,Quique repetido da Bola parado pode_indicar fase de construção excessivamente longa.,Quique repetido da Bola parado,pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-052,Apêndices.md,136,"Se atacante confrontado por adversário vira-se prematuramente para longe, então isso pode_indicar fase de construção excessivamente longa.","Se atacante confrontado por adversário vira-se prematuramente para longe, então isso",pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-053,Apêndices.md,137,"Se atacante espera interrupção dos Árbitros, então isso pode_indicar fase de construção excessivamente longa.","Se atacante espera interrupção dos Árbitros, então isso",pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-054,Apêndices.md,138,"Se atacante não ganha vantagem espacial sobre defensor, então isso pode_indicar fase de construção excessivamente longa.","Se atacante não ganha vantagem espacial sobre defensor, então isso",pode_indicar,fase de construção excessivamente longa,False
BH-IHF-2026-APP-B-055,Apêndices.md,139,Ações defensivas ativas podem_impedir aumento de ritmo do ataque.,Ações defensivas ativas,podem_impedir,aumento de ritmo do ataque,False
BH-IHF-2026-APP-B-056,Apêndices.md,140,A Equipe atacante sem aumento claro de ritmo da construção para finalização pode_indicar Jogo Passivo.,A Equipe atacante sem aumento claro de ritmo da construção para finalização,pode_indicar,Jogo Passivo,False
BH-IHF-2026-APP-B-057,Apêndices.md,141,"Se Árbitro reconhece surgimento de Jogo Passivo, então Árbitro levanta o braço com Sinal Manual 16.","Se Árbitro reconhece surgimento de Jogo Passivo, então Árbitro levanta o braço com Sinal Manual 16",(predicado_não_detectado),,False
BH-IHF-2026-APP-B-058,Apêndices.md,142,Segundo Árbitro deve_também_dar Sinal de Aviso Prévio.,Segundo Árbitro,deve_também_dar,Sinal de Aviso Prévio,False
BH-IHF-2026-APP-B-059,Apêndices.md,143,Sinal de Aviso Prévio indica que Equipe em posse não tenta criar oportunidade de arremesso ao Gol.,Sinal de Aviso Prévio indica que Equipe em posse não tenta criar oportunidade de arremesso ao Gol,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-060,Apêndices.md,144,Sinal de Aviso Prévio indica atraso repetido no reinício do jogo.,Sinal de Aviso Prévio indica atraso repetido no reinício do jogo,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-061,Apêndices.md,145,Sinal de Aviso Prévio permanece até fim do ataque.,Sinal de Aviso Prévio permanece até fim do ataque,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-062,Apêndices.md,146,Sinal de Aviso Prévio permanece até deixar de ser válido.,Sinal de Aviso Prévio permanece até deixar de ser válido,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-063,Apêndices.md,147,Ataque começa quando Equipe entra em posse da Bola.,Ataque começa quando Equipe entra em posse da Bola,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-064,Apêndices.md,148,Ataque termina quando Equipe marca Gol ou perde posse da Bola.,Ataque termina quando Equipe marca Gol ou perde posse da Bola,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-065,Apêndices.md,149,"Se Equipe em posse arremessa ao Gol e Bola retorna diretamente para a Equipe atacante, então julgamento de Jogo Passivo deixa_de_ser_válido.","Se Equipe em posse arremessa ao Gol e Bola retorna diretamente para a Equipe atacante, então julgamento de Jogo Passivo",deixa_de_ser_válido,,False
BH-IHF-2026-APP-B-066,Apêndices.md,150,"Se Equipe em posse arremessa ao Gol e resultado é Lateral para a mesma Equipe, então julgamento de Jogo Passivo deixa_de_ser_válido.","Se Equipe em posse arremessa ao Gol e resultado é Lateral para a mesma Equipe, então julgamento de Jogo Passivo",deixa_de_ser_válido,,False
BH-IHF-2026-APP-B-067,Apêndices.md,151,"Se Atleta ou Oficial de Equipe da defesa recebe punição pessoal por Falta ou Conduta Antidesportiva, então julgamento de Jogo Passivo deixa_de_ser_válido.","Se Atleta ou Oficial de Equipe da defesa recebe punição pessoal por Falta ou Conduta Antidesportiva, então julgamento de Jogo Passivo",deixa_de_ser_válido,,False
BH-IHF-2026-APP-B-068,Apêndices.md,152,"Se julgamento de Jogo Passivo deixa de ser válido, então Equipe em posse deve_receber nova fase de construção.","Se julgamento de Jogo Passivo deixa de ser válido, então Equipe em posse",deve_receber,nova fase de construção,False
BH-IHF-2026-APP-B-069,Apêndices.md,153,"Após Sinal de Aviso Prévio, Árbitros devem_permitir algum tempo para Equipe em posse mudar ação.","Após Sinal de Aviso Prévio, Árbitros",devem_permitir,algum tempo para Equipe em posse mudar ação,False
BH-IHF-2026-APP-B-070,Apêndices.md,154,A tabela de exemplos de Jogo Passivo possui_status EXTRAÇÃO_TABULAR_AMBÍGUA_AGUARDANDO_REVISÃO_HUMANA.,A tabela de exemplos de Jogo Passivo,possui_status,EXTRAÇÃO_TABULAR_AMBÍGUA_AGUARDANDO_REVISÃO_HUMANA,True
BH-IHF-2026-APP-B-071,Apêndices.md,158,Gritar com Atleta que executa Tiro de 6 Metros é_exemplo_de Conduta Antidesportiva.,Gritar com Atleta que,executa,Tiro de 6 Metros é_exemplo_de Conduta Antidesportiva,True
BH-IHF-2026-APP-B-072,Apêndices.md,159,Chutar a Bola para longe durante interrupção para impedir execução imediata do adversário é_exemplo_de Conduta Antidesportiva.,Chutar a Bola para longe durante interrupção para impedir execução imediata do adversário,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-073,Apêndices.md,160,Abusar verbalmente de adversário é_exemplo_de Conduta Antidesportiva.,Abusar verbalmente de adversário,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-074,Apêndices.md,161,Abusar verbalmente de companheiro de Equipe é_exemplo_de Conduta Antidesportiva.,Abusar verbalmente de companheiro de Equipe,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-075,Apêndices.md,162,Não entregar a Bola quando ela saiu pela linha lateral é_exemplo_de Conduta Antidesportiva.,Não entregar a Bola quando ela saiu pela linha lateral,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-076,Apêndices.md,163,Atrasar execução de lançamento formal é_exemplo_de Conduta Antidesportiva.,Atrasar execução de lançamento formal,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-077,Apêndices.md,164,Segurar adversário pelo uniforme é_exemplo_de Conduta Antidesportiva.,Segurar adversário pelo uniforme,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-078,Apêndices.md,165,Goleiro não entregar a Bola após Tiro de 6 Metros concedido ao adversário é_exemplo_de Conduta Antidesportiva.,Goleiro não entregar a Bola após Tiro de 6 Metros concedido ao adversário,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-079,Apêndices.md,166,Jogador de Linha bloquear repetidamente arremessos com pé ou perna inferior é_exemplo_de Conduta Antidesportiva.,Jogador de Linha bloquear repetidamente arremessos com pé ou perna inferior,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-080,Apêndices.md,167,Defensores entrarem repetidamente na própria Área de Gol é_exemplo_de Conduta Antidesportiva.,Defensores entrarem repetidamente na própria Área de Gol,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-081,Apêndices.md,168,Atleta tentar criar impressão incorreta de infração adversária é_exemplo_de Conduta Antidesportiva.,Atleta tentar criar impressão incorreta de infração adversária,é_exemplo_de,Conduta Antidesportiva,False
BH-IHF-2026-APP-B-082,Apêndices.md,171,Comportamento insultante por fala dirigido a outra pessoa é_exemplo_de Conduta Gravemente Antidesportiva.,Comportamento insultante por fala dirigido a outra pessoa,é_exemplo_de,Conduta Gravemente Antidesportiva,False
BH-IHF-2026-APP-B-083,Apêndices.md,172,Comportamento insultante por expressão facial dirigido a outra pessoa é_exemplo_de Conduta Gravemente Antidesportiva.,Comportamento insultante por expressão facial dirigido a outra pessoa,é_exemplo_de,Conduta Gravemente Antidesportiva,False
BH-IHF-2026-APP-B-084,Apêndices.md,173,Comportamento insultante por gesto dirigido a outra pessoa é_exemplo_de Conduta Gravemente Antidesportiva.,Comportamento insultante por gesto dirigido a outra pessoa,é_exemplo_de,Conduta Gravemente Antidesportiva,False
BH-IHF-2026-APP-B-085,Apêndices.md,174,Comportamento insultante por contato corporal dirigido a outra pessoa é_exemplo_de Conduta Gravemente Antidesportiva.,Comportamento insultante por contato corporal dirigido a outra pessoa,é_exemplo_de,Conduta Gravemente Antidesportiva,False
BH-IHF-2026-APP-B-086,Apêndices.md,175,Arremessar ou empurrar a Bola para longe após decisão dos Árbitros pode_ser Conduta Gravemente Antidesportiva quando a ação ultrapassa Conduta Antidesportiva.,Arremessar ou empurrar a Bola para longe após decisão dos Árbitros,pode_ser,Conduta Gravemente Antidesportiva quando a ação ultrapassa Conduta Antidesportiva,False
BH-IHF-2026-APP-B-087,Apêndices.md,176,Goleiro demonstrar atitude passiva em Tiro de 6 Metros pode_ser Conduta Gravemente Antidesportiva quando Árbitro assume que Goleiro não tenta defender o arremesso.,Goleiro demonstrar atitude passiva em Tiro de 6 Metros,pode_ser,Conduta Gravemente Antidesportiva quando Árbitro assume que Goleiro não tenta defender o arremesso,False
BH-IHF-2026-APP-B-088,Apêndices.md,177,Revidar após sofrer Falta é_exemplo_de Conduta Gravemente Antidesportiva.,Revidar após sofrer Falta,é_exemplo_de,Conduta Gravemente Antidesportiva,False
BH-IHF-2026-APP-B-089,Apêndices.md,178,"Arremessar deliberadamente a Bola em adversário durante interrupção é_exemplo_de Conduta Gravemente Antidesportiva, salvo quando a ação deve_ser_tratada como agressão.","Arremessar deliberadamente a Bola em adversário durante interrupção é_exemplo_de Conduta Gravemente Antidesportiva, salvo quando a ação",deve_ser_tratada,como agressão,False
BH-IHF-2026-APP-B-090,Apêndices.md,181,Chance Clara de Gol existe quando Atleta tem controle da Bola e do corpo na linha da Área de Gol adversária com oportunidade de arremessar sem impedimento legal adversário.,Chance Clara de Gol existe quando Atleta tem controle da Bola e do corpo na linha da Área de Gol adversária com oportunidade de arremessar sem impedimento legal adversário,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-091,Apêndices.md,182,Chance Clara de Gol existe quando Atleta com controle da Bola e do corpo corre sozinho em contra-ataque em direção ao Goleiro sem adversário capaz de impedir legalmente.,Chance Clara de Gol existe quando Atleta com controle da Bola e do corpo corre sozinho em contra-ataque em direção ao Goleiro sem adversário capaz de impedir legalmente,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-092,Apêndices.md,183,Chance Clara de Gol existe quando Atleta está pronto para recepção imediata da Bola e nenhum adversário pode impedir legalmente a recepção.,Chance Clara de Gol existe quando Atleta está pronto para recepção imediata da Bola e nenhum adversário pode impedir legalmente a recepção,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-093,Apêndices.md,184,Chance Clara de Gol existe quando Goleiro saiu da Área de Gol e adversário com controle da Bola e do corpo tem oportunidade clara e livre para arremessar ao Gol vazio.,Chance Clara de Gol existe quando Goleiro saiu da Área de Gol e adversário com controle da Bola e do corpo tem oportunidade clara e livre para arremessar ao Gol vazio,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-094,Apêndices.md,185,"Se defensores estão entre Atleta arremessador e Gol vazio, então Árbitros devem_considerar possibilidade de intervenção legal desses defensores.","Se defensores estão entre Atleta arremessador e Gol vazio, então Árbitros",devem_considerar,possibilidade de intervenção legal desses defensores,False
BH-IHF-2026-APP-B-095,Apêndices.md,189,"Se Cronometrista interrompe jogo por substituição irregular ou entrada ilegal, então jogo reinicia com Tiro Livre para adversários.","Se Cronometrista interrompe jogo por substituição irregular ou entrada ilegal, então jogo reinicia com Tiro Livre para adversários",(predicado_não_detectado),,False
BH-IHF-2026-APP-B-096,Apêndices.md,190,Tiro Livre após substituição irregular normalmente ocorre no local da infração.,Tiro Livre após substituição irregular normalmente ocorre no local da infração,(predicado_não_detectado),,False
BH-IHF-2026-APP-B-097,Apêndices.md,191,"Se a Bola estava em posição mais favorável para adversários no momento da interrupção, então Tiro Livre deve_ocorrer nesse local.","Se a Bola estava em posição mais favorável para adversários no momento da interrupção, então Tiro Livre",deve_ocorrer,nesse local,False
BH-IHF-2026-APP-B-098,Apêndices.md,192,Cronometrista deve_interromper jogo imediatamente em substituição irregular ou entrada ilegal.,Cronometrista,deve_interromper,jogo imediatamente em substituição irregular ou entrada ilegal,False
BH-IHF-2026-APP-B-099,Apêndices.md,193,Interrupção imediata por substituição irregular não_considera regras gerais de vantagem.,Interrupção imediata por substituição irregular,não_considera,regras gerais de vantagem,False
BH-IHF-2026-APP-B-100,Apêndices.md,194,"Se Chance Clara de Gol é destruída por interrupção causada por infração da defesa, então Tiro de 6 Metros deve_ser_concedido.","Se Chance Clara de Gol é destruída por interrupção causada por infração da defesa, então Tiro de 6 Metros",deve_ser_concedido,,False
BH-IHF-2026-APP-B-101,Apêndices.md,195,"Em outros tipos de infração a relatar, Cronometrista geralmente deve_esperar próxima interrupção do jogo.","Em outros tipos de infração a relatar, Cronometrista geralmente",deve_esperar,próxima interrupção do jogo,False
BH-IHF-2026-APP-B-102,Apêndices.md,196,Intervenção prematura do Cronometrista não_pode_causar perda de posse.,Intervenção prematura do Cronometrista,não_pode_causar,perda de posse,False
BH-IHF-2026-APP-B-103,Apêndices.md,197,"Se Cronometrista interrompe prematuramente, então jogo reinicia com Tiro Livre para Equipe que possuía a Bola.","Se Cronometrista interrompe prematuramente, então jogo reinicia com Tiro Livre para Equipe que possuía a Bola",(predicado_não_detectado),,False
BH-IHF-2026-APP-B-104,Apêndices.md,198,"Se interrupção prematura foi causada por infração da defesa e destruiu Chance Clara de Gol, então Tiro de 6 Metros deve_ser_concedido.","Se interrupção prematura foi causada por infração da defesa e destruiu Chance Clara de Gol, então Tiro de 6 Metros",deve_ser_concedido,,False
BH-IHF-2026-APP-B-105,Apêndices.md,199,"Infrações observadas e relatadas por Cronometrista ou Secretário geralmente não_geram punições pessoais, salvo exceções indicadas na fonte.",Infrações observadas e relatadas por Cronometrista ou Secretário geralmente,não_geram,"punições pessoais, salvo exceções indicadas na fonte",False
BH-IHF-2026-APP-B-106,Apêndices.md,200,"Se Delegado Técnico interrompe o jogo por infração da defesa quando Equipe em posse tem Chance Clara de Gol, então Tiro de 6 Metros deve_ser_concedido.","Se Delegado Técnico interrompe o jogo por infração da defesa quando Equipe em posse tem Chance Clara de Gol, então Tiro de 6 Metros",deve_ser_concedido,,False
